id_MODEL,group_MODEL,algorithm_MODEL,count_MODEL,Accuracy_MODEL
541,Correct,Naive Bayes,1,F1 Score: 69%
542,Correct,Naive Bayes,1,F1 Score: 69%
543,Correct,Naive Bayes,1,F1 Score: 69%
544,Correct,Naive Bayes,1,F1 Score: 69%
545,Correct,Naive Bayes,1,F1 Score: 69%
546,Correct,Naive Bayes,1,F1 Score: 69%
547,Correct,Naive Bayes,1,F1 Score: 69%
548,Correct,Naive Bayes,1,F1 Score: 69%
549,Correct,Naive Bayes,1,F1 Score: 69%
550,Correct,Naive Bayes,1,F1 Score: 69%
551,Correct,Naive Bayes,1,F1 Score: 69%
552,Correct,Naive Bayes,1,F1 Score: 69%
553,Correct,Naive Bayes,1,F1 Score: 69%
554,Correct,Naive Bayes,1,F1 Score: 69%
555,Correct,Naive Bayes,1,F1 Score: 69%
556,Correct,Naive Bayes,1,F1 Score: 69%
557,Correct,Naive Bayes,1,F1 Score: 69%
558,Correct,Naive Bayes,1,F1 Score: 69%
559,Correct,Naive Bayes,1,F1 Score: 69%
560,Correct,Naive Bayes,1,F1 Score: 69%
561,Correct,Naive Bayes,1,F1 Score: 69%
562,Correct,Naive Bayes,1,F1 Score: 69%
563,Correct,Naive Bayes,1,F1 Score: 69%
564,Correct,Naive Bayes,1,F1 Score: 69%
565,Correct,Naive Bayes,1,F1 Score: 69%
566,Correct,Naive Bayes,1,F1 Score: 69%
567,Correct,Naive Bayes,1,F1 Score: 69%
568,Correct,Naive Bayes,1,F1 Score: 69%
569,Correct,Naive Bayes,1,F1 Score: 69%
570,Wrong,Naive Bayes,1,F1 Score: 69%
571,Wrong,Naive Bayes,1,F1 Score: 69%
572,Wrong,Naive Bayes,1,F1 Score: 69%
573,Wrong,Naive Bayes,1,F1 Score: 69%
574,Wrong,Naive Bayes,1,F1 Score: 69%
575,Wrong,Naive Bayes,1,F1 Score: 69%
576,Wrong,Naive Bayes,1,F1 Score: 69%
577,Wrong,Naive Bayes,1,F1 Score: 69%
578,Wrong,Naive Bayes,1,F1 Score: 69%
579,Wrong,Naive Bayes,1,F1 Score: 69%
580,Wrong,Naive Bayes,1,F1 Score: 69%
581,Wrong,Naive Bayes,1,F1 Score: 69%
582,Wrong,Naive Bayes,1,F1 Score: 69%
583,Wrong,Naive Bayes,1,F1 Score: 69%
584,Wrong,Naive Bayes,1,F1 Score: 69%
585,Wrong,Naive Bayes,1,F1 Score: 69%
586,Wrong,Naive Bayes,1,F1 Score: 69%
587,Wrong,Naive Bayes,1,F1 Score: 69%
588,Wrong,Naive Bayes,1,F1 Score: 69%
589,Wrong,Naive Bayes,1,F1 Score: 69%
590,Wrong,Naive Bayes,1,F1 Score: 69%
591,Wrong,Naive Bayes,1,F1 Score: 69%
592,Wrong,Naive Bayes,1,F1 Score: 69%
593,Wrong,Naive Bayes,1,F1 Score: 69%
594,Wrong,Naive Bayes,1,F1 Score: 69%
595,Wrong,Naive Bayes,1,F1 Score: 69%
596,Wrong,Naive Bayes,1,F1 Score: 69%
597,Wrong,Naive Bayes,1,F1 Score: 69%
598,Wrong,Naive Bayes,1,F1 Score: 69%
599,Wrong,Naive Bayes,1,F1 Score: 69%
600,Wrong,Naive Bayes,1,F1 Score: 69%
601,Correct,Random Forest,1,F1 Score: 68%
602,Correct,Random Forest,1,F1 Score: 68%
603,Correct,Random Forest,1,F1 Score: 68%
604,Correct,Random Forest,1,F1 Score: 68%
605,Correct,Random Forest,1,F1 Score: 68%
606,Correct,Random Forest,1,F1 Score: 68%
607,Correct,Random Forest,1,F1 Score: 68%
608,Correct,Random Forest,1,F1 Score: 68%
609,Correct,Random Forest,1,F1 Score: 68%
610,Correct,Random Forest,1,F1 Score: 68%
611,Correct,Random Forest,1,F1 Score: 68%
612,Correct,Random Forest,1,F1 Score: 68%
613,Correct,Random Forest,1,F1 Score: 68%
614,Correct,Random Forest,1,F1 Score: 68%
615,Correct,Random Forest,1,F1 Score: 68%
616,Correct,Random Forest,1,F1 Score: 68%
617,Correct,Random Forest,1,F1 Score: 68%
618,Correct,Random Forest,1,F1 Score: 68%
619,Correct,Random Forest,1,F1 Score: 68%
620,Correct,Random Forest,1,F1 Score: 68%
621,Correct,Random Forest,1,F1 Score: 68%
622,Correct,Random Forest,1,F1 Score: 68%
623,Correct,Random Forest,1,F1 Score: 68%
624,Correct,Random Forest,1,F1 Score: 68%
625,Correct,Random Forest,1,F1 Score: 68%
626,Correct,Random Forest,1,F1 Score: 68%
627,Correct,Random Forest,1,F1 Score: 68%
628,Correct,Random Forest,1,F1 Score: 68%
629,Correct,Random Forest,1,F1 Score: 68%
630,Correct,Random Forest,1,F1 Score: 68%
631,Correct,Random Forest,1,F1 Score: 68%
632,Correct,Random Forest,1,F1 Score: 68%
633,Correct,Random Forest,1,F1 Score: 68%
634,Correct,Random Forest,1,F1 Score: 68%
635,Correct,Random Forest,1,F1 Score: 68%
636,Correct,Random Forest,1,F1 Score: 68%
637,Correct,Random Forest,1,F1 Score: 68%
638,Correct,Random Forest,1,F1 Score: 68%
639,Correct,Random Forest,1,F1 Score: 68%
640,Correct,Random Forest,1,F1 Score: 68%
641,Correct,Random Forest,1,F1 Score: 68%
642,Correct,Random Forest,1,F1 Score: 68%
643,Correct,Random Forest,1,F1 Score: 68%
644,Correct,Random Forest,1,F1 Score: 68%
645,Correct,Random Forest,1,F1 Score: 68%
646,Correct,Random Forest,1,F1 Score: 68%
647,Correct,Random Forest,1,F1 Score: 68%
648,Correct,Random Forest,1,F1 Score: 68%
649,Correct,Random Forest,1,F1 Score: 68%
650,Correct,Random Forest,1,F1 Score: 68%
651,Correct,Random Forest,1,F1 Score: 68%
652,Correct,Random Forest,1,F1 Score: 68%
653,Correct,Random Forest,1,F1 Score: 68%
654,Correct,Random Forest,1,F1 Score: 68%
655,Correct,Random Forest,1,F1 Score: 68%
656,Correct,Random Forest,1,F1 Score: 68%
657,Correct,Random Forest,1,F1 Score: 68%
658,Correct,Random Forest,1,F1 Score: 68%
659,Correct,Random Forest,1,F1 Score: 68%
660,Correct,Random Forest,1,F1 Score: 68%
661,Correct,Random Forest,1,F1 Score: 68%
662,Correct,Random Forest,1,F1 Score: 68%
663,Correct,Random Forest,1,F1 Score: 68%
664,Correct,Random Forest,1,F1 Score: 68%
665,Correct,Random Forest,1,F1 Score: 68%
666,Correct,Random Forest,1,F1 Score: 68%
667,Correct,Random Forest,1,F1 Score: 68%
668,Correct,Random Forest,1,F1 Score: 68%
669,Wrong,Random Forest,1,F1 Score: 68%
670,Wrong,Random Forest,1,F1 Score: 68%
671,Wrong,Random Forest,1,F1 Score: 68%
672,Wrong,Random Forest,1,F1 Score: 68%
673,Wrong,Random Forest,1,F1 Score: 68%
674,Wrong,Random Forest,1,F1 Score: 68%
675,Wrong,Random Forest,1,F1 Score: 68%
676,Wrong,Random Forest,1,F1 Score: 68%
677,Wrong,Random Forest,1,F1 Score: 68%
678,Wrong,Random Forest,1,F1 Score: 68%
679,Wrong,Random Forest,1,F1 Score: 68%
680,Wrong,Random Forest,1,F1 Score: 68%
681,Wrong,Random Forest,1,F1 Score: 68%
682,Wrong,Random Forest,1,F1 Score: 68%
683,Wrong,Random Forest,1,F1 Score: 68%
684,Wrong,Random Forest,1,F1 Score: 68%
685,Wrong,Random Forest,1,F1 Score: 68%
686,Wrong,Random Forest,1,F1 Score: 68%
687,Wrong,Random Forest,1,F1 Score: 68%
688,Wrong,Random Forest,1,F1 Score: 68%
689,Wrong,Random Forest,1,F1 Score: 68%
690,Wrong,Random Forest,1,F1 Score: 68%
691,Wrong,Random Forest,1,F1 Score: 68%
692,Wrong,Random Forest,1,F1 Score: 68%
693,Wrong,Random Forest,1,F1 Score: 68%
694,Wrong,Random Forest,1,F1 Score: 68%
695,Wrong,Random Forest,1,F1 Score: 68%
696,Wrong,Random Forest,1,F1 Score: 68%
697,Wrong,Random Forest,1,F1 Score: 68%
698,Wrong,Random Forest,1,F1 Score: 68%
699,Wrong,Random Forest,1,F1 Score: 68%
700,Wrong,Random Forest,1,F1 Score: 68%
701,Correct,XGBoost,1,F1 Score: 90%
702,Correct,XGBoost,1,F1 Score: 90%
703,Correct,XGBoost,1,F1 Score: 90%
704,Correct,XGBoost,1,F1 Score: 90%
705,Correct,XGBoost,1,F1 Score: 90%
706,Correct,XGBoost,1,F1 Score: 90%
707,Correct,XGBoost,1,F1 Score: 90%
708,Correct,XGBoost,1,F1 Score: 90%
709,Correct,XGBoost,1,F1 Score: 90%
710,Correct,XGBoost,1,F1 Score: 90%
711,Correct,XGBoost,1,F1 Score: 90%
712,Correct,XGBoost,1,F1 Score: 90%
713,Correct,XGBoost,1,F1 Score: 90%
714,Correct,XGBoost,1,F1 Score: 90%
715,Correct,XGBoost,1,F1 Score: 90%
716,Correct,XGBoost,1,F1 Score: 90%
717,Correct,XGBoost,1,F1 Score: 90%
718,Correct,XGBoost,1,F1 Score: 90%
719,Correct,XGBoost,1,F1 Score: 90%
720,Correct,XGBoost,1,F1 Score: 90%
721,Correct,XGBoost,1,F1 Score: 90%
722,Correct,XGBoost,1,F1 Score: 90%
723,Correct,XGBoost,1,F1 Score: 90%
724,Correct,XGBoost,1,F1 Score: 90%
725,Correct,XGBoost,1,F1 Score: 90%
726,Correct,XGBoost,1,F1 Score: 90%
727,Correct,XGBoost,1,F1 Score: 90%
728,Correct,XGBoost,1,F1 Score: 90%
729,Correct,XGBoost,1,F1 Score: 90%
730,Correct,XGBoost,1,F1 Score: 90%
731,Correct,XGBoost,1,F1 Score: 90%
732,Correct,XGBoost,1,F1 Score: 90%
733,Correct,XGBoost,1,F1 Score: 90%
734,Correct,XGBoost,1,F1 Score: 90%
735,Correct,XGBoost,1,F1 Score: 90%
736,Correct,XGBoost,1,F1 Score: 90%
737,Correct,XGBoost,1,F1 Score: 90%
738,Correct,XGBoost,1,F1 Score: 90%
739,Correct,XGBoost,1,F1 Score: 90%
740,Correct,XGBoost,1,F1 Score: 90%
741,Correct,XGBoost,1,F1 Score: 90%
742,Correct,XGBoost,1,F1 Score: 90%
743,Correct,XGBoost,1,F1 Score: 90%
744,Correct,XGBoost,1,F1 Score: 90%
745,Correct,XGBoost,1,F1 Score: 90%
746,Correct,XGBoost,1,F1 Score: 90%
747,Correct,XGBoost,1,F1 Score: 90%
748,Correct,XGBoost,1,F1 Score: 90%
749,Correct,XGBoost,1,F1 Score: 90%
750,Correct,XGBoost,1,F1 Score: 90%
751,Correct,XGBoost,1,F1 Score: 90%
752,Correct,XGBoost,1,F1 Score: 90%
753,Correct,XGBoost,1,F1 Score: 90%
754,Correct,XGBoost,1,F1 Score: 90%
755,Correct,XGBoost,1,F1 Score: 90%
756,Correct,XGBoost,1,F1 Score: 90%
757,Correct,XGBoost,1,F1 Score: 90%
758,Correct,XGBoost,1,F1 Score: 90%
759,Correct,XGBoost,1,F1 Score: 90%
760,Correct,XGBoost,1,F1 Score: 90%
761,Correct,XGBoost,1,F1 Score: 90%
762,Correct,XGBoost,1,F1 Score: 90%
763,Correct,XGBoost,1,F1 Score: 90%
764,Correct,XGBoost,1,F1 Score: 90%
765,Correct,XGBoost,1,F1 Score: 90%
766,Correct,XGBoost,1,F1 Score: 90%
767,Correct,XGBoost,1,F1 Score: 90%
768,Correct,XGBoost,1,F1 Score: 90%
769,Correct,XGBoost,1,F1 Score: 90%
770,Correct,XGBoost,1,F1 Score: 90%
771,Correct,XGBoost,1,F1 Score: 90%
772,Correct,XGBoost,1,F1 Score: 90%
773,Correct,XGBoost,1,F1 Score: 90%
774,Correct,XGBoost,1,F1 Score: 90%
775,Correct,XGBoost,1,F1 Score: 90%
776,Correct,XGBoost,1,F1 Score: 90%
777,Correct,XGBoost,1,F1 Score: 90%
778,Correct,XGBoost,1,F1 Score: 90%
779,Correct,XGBoost,1,F1 Score: 90%
780,Correct,XGBoost,1,F1 Score: 90%
781,Correct,XGBoost,1,F1 Score: 90%
782,Correct,XGBoost,1,F1 Score: 90%
783,Correct,XGBoost,1,F1 Score: 90%
784,Correct,XGBoost,1,F1 Score: 90%
785,Correct,XGBoost,1,F1 Score: 90%
786,Correct,XGBoost,1,F1 Score: 90%
787,Correct,XGBoost,1,F1 Score: 90%
788,Correct,XGBoost,1,F1 Score: 90%
789,Correct,XGBoost,1,F1 Score: 90%
790,Correct,XGBoost,1,F1 Score: 90%
791,Wrong,XGBoost,1,F1 Score: 90%
792,Wrong,XGBoost,1,F1 Score: 90%
793,Wrong,XGBoost,1,F1 Score: 90%
794,Wrong,XGBoost,1,F1 Score: 90%
795,Wrong,XGBoost,1,F1 Score: 90%
796,Wrong,XGBoost,1,F1 Score: 90%
797,Wrong,XGBoost,1,F1 Score: 90%
798,Wrong,XGBoost,1,F1 Score: 90%
799,Wrong,XGBoost,1,F1 Score: 90%
800,Wrong,XGBoost,1,F1 Score: 90%
801,Correct,Logistic Regression,1,F1 Score: 68%
802,Correct,Logistic Regression,1,F1 Score: 68%
803,Correct,Logistic Regression,1,F1 Score: 68%
804,Correct,Logistic Regression,1,F1 Score: 68%
805,Correct,Logistic Regression,1,F1 Score: 68%
806,Correct,Logistic Regression,1,F1 Score: 68%
807,Correct,Logistic Regression,1,F1 Score: 68%
808,Correct,Logistic Regression,1,F1 Score: 68%
809,Correct,Logistic Regression,1,F1 Score: 68%
810,Correct,Logistic Regression,1,F1 Score: 68%
811,Correct,Logistic Regression,1,F1 Score: 68%
812,Correct,Logistic Regression,1,F1 Score: 68%
813,Correct,Logistic Regression,1,F1 Score: 68%
814,Correct,Logistic Regression,1,F1 Score: 68%
815,Correct,Logistic Regression,1,F1 Score: 68%
816,Correct,Logistic Regression,1,F1 Score: 68%
817,Correct,Logistic Regression,1,F1 Score: 68%
818,Correct,Logistic Regression,1,F1 Score: 68%
819,Correct,Logistic Regression,1,F1 Score: 68%
820,Correct,Logistic Regression,1,F1 Score: 68%
821,Correct,Logistic Regression,1,F1 Score: 68%
822,Correct,Logistic Regression,1,F1 Score: 68%
823,Correct,Logistic Regression,1,F1 Score: 68%
824,Correct,Logistic Regression,1,F1 Score: 68%
825,Correct,Logistic Regression,1,F1 Score: 68%
826,Correct,Logistic Regression,1,F1 Score: 68%
827,Correct,Logistic Regression,1,F1 Score: 68%
828,Correct,Logistic Regression,1,F1 Score: 68%
829,Correct,Logistic Regression,1,F1 Score: 68%
830,Correct,Logistic Regression,1,F1 Score: 68%
831,Correct,Logistic Regression,1,F1 Score: 68%
832,Correct,Logistic Regression,1,F1 Score: 68%
833,Correct,Logistic Regression,1,F1 Score: 68%
834,Correct,Logistic Regression,1,F1 Score: 68%
835,Correct,Logistic Regression,1,F1 Score: 68%
836,Correct,Logistic Regression,1,F1 Score: 68%
837,Correct,Logistic Regression,1,F1 Score: 68%
838,Correct,Logistic Regression,1,F1 Score: 68%
839,Correct,Logistic Regression,1,F1 Score: 68%
840,Correct,Logistic Regression,1,F1 Score: 68%
841,Correct,Logistic Regression,1,F1 Score: 68%
842,Correct,Logistic Regression,1,F1 Score: 68%
843,Correct,Logistic Regression,1,F1 Score: 68%
844,Correct,Logistic Regression,1,F1 Score: 68%
845,Correct,Logistic Regression,1,F1 Score: 68%
846,Correct,Logistic Regression,1,F1 Score: 68%
847,Correct,Logistic Regression,1,F1 Score: 68%
848,Correct,Logistic Regression,1,F1 Score: 68%
849,Correct,Logistic Regression,1,F1 Score: 68%
850,Correct,Logistic Regression,1,F1 Score: 68%
851,Correct,Logistic Regression,1,F1 Score: 68%
852,Correct,Logistic Regression,1,F1 Score: 68%
853,Correct,Logistic Regression,1,F1 Score: 68%
854,Correct,Logistic Regression,1,F1 Score: 68%
855,Correct,Logistic Regression,1,F1 Score: 68%
856,Correct,Logistic Regression,1,F1 Score: 68%
857,Correct,Logistic Regression,1,F1 Score: 68%
858,Correct,Logistic Regression,1,F1 Score: 68%
859,Correct,Logistic Regression,1,F1 Score: 68%
860,Correct,Logistic Regression,1,F1 Score: 68%
861,Correct,Logistic Regression,1,F1 Score: 68%
862,Correct,Logistic Regression,1,F1 Score: 68%
863,Correct,Logistic Regression,1,F1 Score: 68%
864,Correct,Logistic Regression,1,F1 Score: 68%
865,Correct,Logistic Regression,1,F1 Score: 68%
866,Correct,Logistic Regression,1,F1 Score: 68%
867,Correct,Logistic Regression,1,F1 Score: 68%
868,Correct,Logistic Regression,1,F1 Score: 68%
869,Wrong,Logistic Regression,1,F1 Score: 68%
870,Wrong,Logistic Regression,1,F1 Score: 68%
871,Wrong,Logistic Regression,1,F1 Score: 68%
872,Wrong,Logistic Regression,1,F1 Score: 68%
873,Wrong,Logistic Regression,1,F1 Score: 68%
874,Wrong,Logistic Regression,1,F1 Score: 68%
875,Wrong,Logistic Regression,1,F1 Score: 68%
876,Wrong,Logistic Regression,1,F1 Score: 68%
877,Wrong,Logistic Regression,1,F1 Score: 68%
878,Wrong,Logistic Regression,1,F1 Score: 68%
879,Wrong,Logistic Regression,1,F1 Score: 68%
880,Wrong,Logistic Regression,1,F1 Score: 68%
881,Wrong,Logistic Regression,1,F1 Score: 68%
882,Wrong,Logistic Regression,1,F1 Score: 68%
883,Wrong,Logistic Regression,1,F1 Score: 68%
884,Wrong,Logistic Regression,1,F1 Score: 68%
885,Wrong,Logistic Regression,1,F1 Score: 68%
886,Wrong,Logistic Regression,1,F1 Score: 68%
887,Wrong,Logistic Regression,1,F1 Score: 68%
888,Wrong,Logistic Regression,1,F1 Score: 68%
889,Wrong,Logistic Regression,1,F1 Score: 68%
890,Wrong,Logistic Regression,1,F1 Score: 68%
891,Wrong,Logistic Regression,1,F1 Score: 68%
892,Wrong,Logistic Regression,1,F1 Score: 68%
893,Wrong,Logistic Regression,1,F1 Score: 68%
894,Wrong,Logistic Regression,1,F1 Score: 68%
895,Wrong,Logistic Regression,1,F1 Score: 68%
896,Wrong,Logistic Regression,1,F1 Score: 68%
897,Wrong,Logistic Regression,1,F1 Score: 68%
898,Wrong,Logistic Regression,1,F1 Score: 68%
899,Wrong,Logistic Regression,1,F1 Score: 68%
900,Wrong,Logistic Regression,1,F1 Score: 68%
901,Correct,Naive Bayes,1,F1 Score: 69%
902,Correct,Naive Bayes,1,F1 Score: 69%
903,Correct,Naive Bayes,1,F1 Score: 69%
904,Correct,Naive Bayes,1,F1 Score: 69%
905,Correct,Naive Bayes,1,F1 Score: 69%
906,Correct,Naive Bayes,1,F1 Score: 69%
907,Correct,Naive Bayes,1,F1 Score: 69%
908,Correct,Naive Bayes,1,F1 Score: 69%
909,Correct,Naive Bayes,1,F1 Score: 69%
910,Correct,Naive Bayes,1,F1 Score: 69%
911,Correct,Naive Bayes,1,F1 Score: 69%
912,Correct,Naive Bayes,1,F1 Score: 69%
913,Correct,Naive Bayes,1,F1 Score: 69%
914,Correct,Naive Bayes,1,F1 Score: 69%
915,Correct,Naive Bayes,1,F1 Score: 69%
916,Correct,Naive Bayes,1,F1 Score: 69%
917,Correct,Naive Bayes,1,F1 Score: 69%
918,Correct,Naive Bayes,1,F1 Score: 69%
919,Correct,Naive Bayes,1,F1 Score: 69%
920,Correct,Naive Bayes,1,F1 Score: 69%
921,Correct,Naive Bayes,1,F1 Score: 69%
922,Correct,Naive Bayes,1,F1 Score: 69%
923,Correct,Naive Bayes,1,F1 Score: 69%
924,Correct,Naive Bayes,1,F1 Score: 69%
925,Correct,Naive Bayes,1,F1 Score: 69%
926,Correct,Naive Bayes,1,F1 Score: 69%
927,Correct,Naive Bayes,1,F1 Score: 69%
928,Correct,Naive Bayes,1,F1 Score: 69%
929,Correct,Naive Bayes,1,F1 Score: 69%
930,Correct,Naive Bayes,1,F1 Score: 69%
931,Correct,Naive Bayes,1,F1 Score: 69%
932,Correct,Naive Bayes,1,F1 Score: 69%
933,Correct,Naive Bayes,1,F1 Score: 69%
934,Correct,Naive Bayes,1,F1 Score: 69%
935,Correct,Naive Bayes,1,F1 Score: 69%
936,Correct,Naive Bayes,1,F1 Score: 69%
937,Correct,Naive Bayes,1,F1 Score: 69%
938,Correct,Naive Bayes,1,F1 Score: 69%
939,Correct,Naive Bayes,1,F1 Score: 69%
940,Correct,Naive Bayes,1,F1 Score: 69%
941,Correct,Naive Bayes,1,F1 Score: 69%
942,Correct,Naive Bayes,1,F1 Score: 69%
943,Correct,Naive Bayes,1,F1 Score: 69%
944,Correct,Naive Bayes,1,F1 Score: 69%
945,Correct,Naive Bayes,1,F1 Score: 69%
946,Correct,Naive Bayes,1,F1 Score: 69%
947,Correct,Naive Bayes,1,F1 Score: 69%
948,Correct,Naive Bayes,1,F1 Score: 69%
949,Correct,Naive Bayes,1,F1 Score: 69%
950,Correct,Naive Bayes,1,F1 Score: 69%
951,Correct,Naive Bayes,1,F1 Score: 69%
952,Correct,Naive Bayes,1,F1 Score: 69%
953,Correct,Naive Bayes,1,F1 Score: 69%
954,Correct,Naive Bayes,1,F1 Score: 69%
955,Correct,Naive Bayes,1,F1 Score: 69%
956,Correct,Naive Bayes,1,F1 Score: 69%
957,Correct,Naive Bayes,1,F1 Score: 69%
958,Correct,Naive Bayes,1,F1 Score: 69%
959,Correct,Naive Bayes,1,F1 Score: 69%
960,Correct,Naive Bayes,1,F1 Score: 69%
961,Correct,Naive Bayes,1,F1 Score: 69%
962,Correct,Naive Bayes,1,F1 Score: 69%
963,Correct,Naive Bayes,1,F1 Score: 69%
964,Correct,Naive Bayes,1,F1 Score: 69%
965,Correct,Naive Bayes,1,F1 Score: 69%
966,Correct,Naive Bayes,1,F1 Score: 69%
967,Correct,Naive Bayes,1,F1 Score: 69%
968,Correct,Naive Bayes,1,F1 Score: 69%
969,Correct,Naive Bayes,1,F1 Score: 69%
970,Wrong,Naive Bayes,1,F1 Score: 69%
971,Wrong,Naive Bayes,1,F1 Score: 69%
972,Wrong,Naive Bayes,1,F1 Score: 69%
973,Wrong,Naive Bayes,1,F1 Score: 69%
974,Wrong,Naive Bayes,1,F1 Score: 69%
975,Wrong,Naive Bayes,1,F1 Score: 69%
976,Wrong,Naive Bayes,1,F1 Score: 69%
977,Wrong,Naive Bayes,1,F1 Score: 69%
978,Wrong,Naive Bayes,1,F1 Score: 69%
979,Wrong,Naive Bayes,1,F1 Score: 69%
980,Wrong,Naive Bayes,1,F1 Score: 69%
981,Wrong,Naive Bayes,1,F1 Score: 69%
982,Wrong,Naive Bayes,1,F1 Score: 69%
983,Wrong,Naive Bayes,1,F1 Score: 69%
984,Wrong,Naive Bayes,1,F1 Score: 69%
985,Wrong,Naive Bayes,1,F1 Score: 69%
986,Wrong,Naive Bayes,1,F1 Score: 69%
987,Wrong,Naive Bayes,1,F1 Score: 69%
988,Wrong,Naive Bayes,1,F1 Score: 69%
989,Wrong,Naive Bayes,1,F1 Score: 69%
990,Wrong,Naive Bayes,1,F1 Score: 69%
991,Wrong,Naive Bayes,1,F1 Score: 69%
992,Wrong,Naive Bayes,1,F1 Score: 69%
993,Wrong,Naive Bayes,1,F1 Score: 69%
994,Wrong,Naive Bayes,1,F1 Score: 69%
995,Wrong,Naive Bayes,1,F1 Score: 69%
996,Wrong,Naive Bayes,1,F1 Score: 69%
997,Wrong,Naive Bayes,1,F1 Score: 69%
998,Wrong,Naive Bayes,1,F1 Score: 69%
999,Wrong,Naive Bayes,1,F1 Score: 69%
1000,Wrong,Naive Bayes,1,F1 Score: 69%
1001,Correct,Random Forest,1,F1 Score: 68%
1002,Correct,Random Forest,1,F1 Score: 68%
1003,Correct,Random Forest,1,F1 Score: 68%
1004,Correct,Random Forest,1,F1 Score: 68%
1005,Correct,Random Forest,1,F1 Score: 68%
1006,Correct,Random Forest,1,F1 Score: 68%
1007,Correct,Random Forest,1,F1 Score: 68%
1008,Correct,Random Forest,1,F1 Score: 68%
1009,Correct,Random Forest,1,F1 Score: 68%
1010,Correct,Random Forest,1,F1 Score: 68%
1011,Correct,Random Forest,1,F1 Score: 68%
1012,Correct,Random Forest,1,F1 Score: 68%
1013,Correct,Random Forest,1,F1 Score: 68%
1014,Correct,Random Forest,1,F1 Score: 68%
1015,Correct,Random Forest,1,F1 Score: 68%
1016,Correct,Random Forest,1,F1 Score: 68%
1017,Correct,Random Forest,1,F1 Score: 68%
1018,Correct,Random Forest,1,F1 Score: 68%
1019,Correct,Random Forest,1,F1 Score: 68%
1020,Correct,Random Forest,1,F1 Score: 68%
1021,Correct,Random Forest,1,F1 Score: 68%
1022,Correct,Random Forest,1,F1 Score: 68%
1023,Correct,Random Forest,1,F1 Score: 68%
1024,Correct,Random Forest,1,F1 Score: 68%
1025,Correct,Random Forest,1,F1 Score: 68%
1026,Correct,Random Forest,1,F1 Score: 68%
1027,Correct,Random Forest,1,F1 Score: 68%
1028,Correct,Random Forest,1,F1 Score: 68%
1029,Correct,Random Forest,1,F1 Score: 68%
1030,Correct,Random Forest,1,F1 Score: 68%
1031,Correct,Random Forest,1,F1 Score: 68%
1032,Correct,Random Forest,1,F1 Score: 68%
1033,Correct,Random Forest,1,F1 Score: 68%
1034,Correct,Random Forest,1,F1 Score: 68%
1035,Correct,Random Forest,1,F1 Score: 68%
1036,Correct,Random Forest,1,F1 Score: 68%
1037,Correct,Random Forest,1,F1 Score: 68%
1038,Correct,Random Forest,1,F1 Score: 68%
1039,Correct,Random Forest,1,F1 Score: 68%
1040,Correct,Random Forest,1,F1 Score: 68%
1041,Correct,Random Forest,1,F1 Score: 68%
1042,Correct,Random Forest,1,F1 Score: 68%
1043,Correct,Random Forest,1,F1 Score: 68%
1044,Correct,Random Forest,1,F1 Score: 68%
1045,Correct,Random Forest,1,F1 Score: 68%
1046,Correct,Random Forest,1,F1 Score: 68%
1047,Correct,Random Forest,1,F1 Score: 68%
1048,Correct,Random Forest,1,F1 Score: 68%
1049,Correct,Random Forest,1,F1 Score: 68%
1050,Correct,Random Forest,1,F1 Score: 68%
1051,Correct,Random Forest,1,F1 Score: 68%
1052,Correct,Random Forest,1,F1 Score: 68%
1053,Correct,Random Forest,1,F1 Score: 68%
1054,Correct,Random Forest,1,F1 Score: 68%
1055,Correct,Random Forest,1,F1 Score: 68%
1056,Correct,Random Forest,1,F1 Score: 68%
1057,Correct,Random Forest,1,F1 Score: 68%
1058,Correct,Random Forest,1,F1 Score: 68%
1059,Correct,Random Forest,1,F1 Score: 68%
1060,Correct,Random Forest,1,F1 Score: 68%
1061,Correct,Random Forest,1,F1 Score: 68%
1062,Correct,Random Forest,1,F1 Score: 68%
1063,Correct,Random Forest,1,F1 Score: 68%
1064,Correct,Random Forest,1,F1 Score: 68%
1065,Correct,Random Forest,1,F1 Score: 68%
1066,Correct,Random Forest,1,F1 Score: 68%
1067,Correct,Random Forest,1,F1 Score: 68%
1068,Correct,Random Forest,1,F1 Score: 68%
1069,Wrong,Random Forest,1,F1 Score: 68%
1070,Wrong,Random Forest,1,F1 Score: 68%
1071,Wrong,Random Forest,1,F1 Score: 68%
1072,Wrong,Random Forest,1,F1 Score: 68%
1073,Wrong,Random Forest,1,F1 Score: 68%
1074,Wrong,Random Forest,1,F1 Score: 68%
1075,Wrong,Random Forest,1,F1 Score: 68%
1076,Wrong,Random Forest,1,F1 Score: 68%
1077,Wrong,Random Forest,1,F1 Score: 68%
1078,Wrong,Random Forest,1,F1 Score: 68%
1079,Wrong,Random Forest,1,F1 Score: 68%
1080,Wrong,Random Forest,1,F1 Score: 68%
1081,Wrong,Random Forest,1,F1 Score: 68%
1082,Wrong,Random Forest,1,F1 Score: 68%
1083,Wrong,Random Forest,1,F1 Score: 68%
1084,Wrong,Random Forest,1,F1 Score: 68%
1085,Wrong,Random Forest,1,F1 Score: 68%
1086,Wrong,Random Forest,1,F1 Score: 68%
1087,Wrong,Random Forest,1,F1 Score: 68%
1088,Wrong,Random Forest,1,F1 Score: 68%
1089,Wrong,Random Forest,1,F1 Score: 68%
