id_MODEL,group_MODEL,algorithm_MODEL,count_MODEL,Accuracy_MODEL
1090,Wrong,Random Forest,1,F1 Score: 68%
1091,Wrong,Random Forest,1,F1 Score: 68%
1092,Wrong,Random Forest,1,F1 Score: 68%
1093,Wrong,Random Forest,1,F1 Score: 68%
1094,Wrong,Random Forest,1,F1 Score: 68%
1095,Wrong,Random Forest,1,F1 Score: 68%
1096,Wrong,Random Forest,1,F1 Score: 68%
1097,Wrong,Random Forest,1,F1 Score: 68%
1098,Wrong,Random Forest,1,F1 Score: 68%
1099,Wrong,Random Forest,1,F1 Score: 68%
1100,Wrong,Random Forest,1,F1 Score: 68%
1101,Correct,XGBoost,1,F1 Score: 90%
1102,Correct,XGBoost,1,F1 Score: 90%
1103,Correct,XGBoost,1,F1 Score: 90%
1104,Correct,XGBoost,1,F1 Score: 90%
1105,Correct,XGBoost,1,F1 Score: 90%
1106,Correct,XGBoost,1,F1 Score: 90%
1107,Correct,XGBoost,1,F1 Score: 90%
1108,Correct,XGBoost,1,F1 Score: 90%
1109,Correct,XGBoost,1,F1 Score: 90%
1110,Correct,XGBoost,1,F1 Score: 90%
1111,Correct,XGBoost,1,F1 Score: 90%
1112,Correct,XGBoost,1,F1 Score: 90%
1113,Correct,XGBoost,1,F1 Score: 90%
1114,Correct,XGBoost,1,F1 Score: 90%
1115,Correct,XGBoost,1,F1 Score: 90%
1116,Correct,XGBoost,1,F1 Score: 90%
1117,Correct,XGBoost,1,F1 Score: 90%
1118,Correct,XGBoost,1,F1 Score: 90%
1119,Correct,XGBoost,1,F1 Score: 90%
1120,Correct,XGBoost,1,F1 Score: 90%
1121,Correct,XGBoost,1,F1 Score: 90%
1122,Correct,XGBoost,1,F1 Score: 90%
1123,Correct,XGBoost,1,F1 Score: 90%
1124,Correct,XGBoost,1,F1 Score: 90%
1125,Correct,XGBoost,1,F1 Score: 90%
1126,Correct,XGBoost,1,F1 Score: 90%
1127,Correct,XGBoost,1,F1 Score: 90%
1128,Correct,XGBoost,1,F1 Score: 90%
1129,Correct,XGBoost,1,F1 Score: 90%
1130,Correct,XGBoost,1,F1 Score: 90%
1131,Correct,XGBoost,1,F1 Score: 90%
1132,Correct,XGBoost,1,F1 Score: 90%
1133,Correct,XGBoost,1,F1 Score: 90%
1134,Correct,XGBoost,1,F1 Score: 90%
1135,Correct,XGBoost,1,F1 Score: 90%
1136,Correct,XGBoost,1,F1 Score: 90%
1137,Correct,XGBoost,1,F1 Score: 90%
1138,Correct,XGBoost,1,F1 Score: 90%
1139,Correct,XGBoost,1,F1 Score: 90%
1140,Correct,XGBoost,1,F1 Score: 90%
1141,Correct,XGBoost,1,F1 Score: 90%
1142,Correct,XGBoost,1,F1 Score: 90%
1143,Correct,XGBoost,1,F1 Score: 90%
1144,Correct,XGBoost,1,F1 Score: 90%
1145,Correct,XGBoost,1,F1 Score: 90%
1146,Correct,XGBoost,1,F1 Score: 90%
1147,Correct,XGBoost,1,F1 Score: 90%
1148,Correct,XGBoost,1,F1 Score: 90%
1149,Correct,XGBoost,1,F1 Score: 90%
1150,Correct,XGBoost,1,F1 Score: 90%
1151,Correct,XGBoost,1,F1 Score: 90%
1152,Correct,XGBoost,1,F1 Score: 90%
1153,Correct,XGBoost,1,F1 Score: 90%
1154,Correct,XGBoost,1,F1 Score: 90%
1155,Correct,XGBoost,1,F1 Score: 90%
1156,Correct,XGBoost,1,F1 Score: 90%
1157,Correct,XGBoost,1,F1 Score: 90%
1158,Correct,XGBoost,1,F1 Score: 90%
1159,Correct,XGBoost,1,F1 Score: 90%
1160,Correct,XGBoost,1,F1 Score: 90%
1161,Correct,XGBoost,1,F1 Score: 90%
1162,Correct,XGBoost,1,F1 Score: 90%
1163,Correct,XGBoost,1,F1 Score: 90%
1164,Correct,XGBoost,1,F1 Score: 90%
1165,Correct,XGBoost,1,F1 Score: 90%
1166,Correct,XGBoost,1,F1 Score: 90%
1167,Correct,XGBoost,1,F1 Score: 90%
1168,Correct,XGBoost,1,F1 Score: 90%
1169,Correct,XGBoost,1,F1 Score: 90%
1170,Correct,XGBoost,1,F1 Score: 90%
1171,Correct,XGBoost,1,F1 Score: 90%
1172,Correct,XGBoost,1,F1 Score: 90%
1173,Correct,XGBoost,1,F1 Score: 90%
1174,Correct,XGBoost,1,F1 Score: 90%
1175,Correct,XGBoost,1,F1 Score: 90%
1176,Correct,XGBoost,1,F1 Score: 90%
1177,Correct,XGBoost,1,F1 Score: 90%
1178,Correct,XGBoost,1,F1 Score: 90%
1179,Correct,XGBoost,1,F1 Score: 90%
1180,Correct,XGBoost,1,F1 Score: 90%
1181,Correct,XGBoost,1,F1 Score: 90%
1182,Correct,XGBoost,1,F1 Score: 90%
1183,Correct,XGBoost,1,F1 Score: 90%
1184,Correct,XGBoost,1,F1 Score: 90%
1185,Correct,XGBoost,1,F1 Score: 90%
1186,Correct,XGBoost,1,F1 Score: 90%
1187,Correct,XGBoost,1,F1 Score: 90%
1188,Correct,XGBoost,1,F1 Score: 90%
1189,Correct,XGBoost,1,F1 Score: 90%
1190,Correct,XGBoost,1,F1 Score: 90%
1191,Wrong,XGBoost,1,F1 Score: 90%
1192,Wrong,XGBoost,1,F1 Score: 90%
1193,Wrong,XGBoost,1,F1 Score: 90%
1194,Wrong,XGBoost,1,F1 Score: 90%
1195,Wrong,XGBoost,1,F1 Score: 90%
1196,Wrong,XGBoost,1,F1 Score: 90%
1197,Wrong,XGBoost,1,F1 Score: 90%
1198,Wrong,XGBoost,1,F1 Score: 90%
1199,Wrong,XGBoost,1,F1 Score: 90%
1200,Wrong,XGBoost,1,F1 Score: 90%
1201,Correct,Logistic Regression,1,F1 Score: 68%
1202,Correct,Logistic Regression,1,F1 Score: 68%
1203,Correct,Logistic Regression,1,F1 Score: 68%
1204,Correct,Logistic Regression,1,F1 Score: 68%
1205,Correct,Logistic Regression,1,F1 Score: 68%
1206,Correct,Logistic Regression,1,F1 Score: 68%
1207,Correct,Logistic Regression,1,F1 Score: 68%
1208,Correct,Logistic Regression,1,F1 Score: 68%
1209,Correct,Logistic Regression,1,F1 Score: 68%
1210,Correct,Logistic Regression,1,F1 Score: 68%
1211,Correct,Logistic Regression,1,F1 Score: 68%
1212,Correct,Logistic Regression,1,F1 Score: 68%
1213,Correct,Logistic Regression,1,F1 Score: 68%
1214,Correct,Logistic Regression,1,F1 Score: 68%
1215,Correct,Logistic Regression,1,F1 Score: 68%
1216,Correct,Logistic Regression,1,F1 Score: 68%
1217,Correct,Logistic Regression,1,F1 Score: 68%
1218,Correct,Logistic Regression,1,F1 Score: 68%
1219,Correct,Logistic Regression,1,F1 Score: 68%
1220,Correct,Logistic Regression,1,F1 Score: 68%
1221,Correct,Logistic Regression,1,F1 Score: 68%
1222,Correct,Logistic Regression,1,F1 Score: 68%
1223,Correct,Logistic Regression,1,F1 Score: 68%
1224,Correct,Logistic Regression,1,F1 Score: 68%
1225,Correct,Logistic Regression,1,F1 Score: 68%
1226,Correct,Logistic Regression,1,F1 Score: 68%
1227,Correct,Logistic Regression,1,F1 Score: 68%
1228,Correct,Logistic Regression,1,F1 Score: 68%
1229,Correct,Logistic Regression,1,F1 Score: 68%
1230,Correct,Logistic Regression,1,F1 Score: 68%
1231,Correct,Logistic Regression,1,F1 Score: 68%
1232,Correct,Logistic Regression,1,F1 Score: 68%
1233,Correct,Logistic Regression,1,F1 Score: 68%
1234,Correct,Logistic Regression,1,F1 Score: 68%
1235,Correct,Logistic Regression,1,F1 Score: 68%
1236,Correct,Logistic Regression,1,F1 Score: 68%
1237,Correct,Logistic Regression,1,F1 Score: 68%
1238,Correct,Logistic Regression,1,F1 Score: 68%
1239,Correct,Logistic Regression,1,F1 Score: 68%
1240,Correct,Logistic Regression,1,F1 Score: 68%
1241,Correct,Logistic Regression,1,F1 Score: 68%
1242,Correct,Logistic Regression,1,F1 Score: 68%
1243,Correct,Logistic Regression,1,F1 Score: 68%
1244,Correct,Logistic Regression,1,F1 Score: 68%
1245,Correct,Logistic Regression,1,F1 Score: 68%
1246,Correct,Logistic Regression,1,F1 Score: 68%
1247,Correct,Logistic Regression,1,F1 Score: 68%
1248,Correct,Logistic Regression,1,F1 Score: 68%
1249,Correct,Logistic Regression,1,F1 Score: 68%
1250,Correct,Logistic Regression,1,F1 Score: 68%
1251,Correct,Logistic Regression,1,F1 Score: 68%
1252,Correct,Logistic Regression,1,F1 Score: 68%
1253,Correct,Logistic Regression,1,F1 Score: 68%
1254,Correct,Logistic Regression,1,F1 Score: 68%
1255,Correct,Logistic Regression,1,F1 Score: 68%
1256,Correct,Logistic Regression,1,F1 Score: 68%
1257,Correct,Logistic Regression,1,F1 Score: 68%
1258,Correct,Logistic Regression,1,F1 Score: 68%
1259,Correct,Logistic Regression,1,F1 Score: 68%
1260,Correct,Logistic Regression,1,F1 Score: 68%
1261,Correct,Logistic Regression,1,F1 Score: 68%
1262,Correct,Logistic Regression,1,F1 Score: 68%
1263,Correct,Logistic Regression,1,F1 Score: 68%
1264,Correct,Logistic Regression,1,F1 Score: 68%
1265,Correct,Logistic Regression,1,F1 Score: 68%
1266,Correct,Logistic Regression,1,F1 Score: 68%
1267,Correct,Logistic Regression,1,F1 Score: 68%
1268,Correct,Logistic Regression,1,F1 Score: 68%
1269,Wrong,Logistic Regression,1,F1 Score: 68%
1270,Wrong,Logistic Regression,1,F1 Score: 68%
1271,Wrong,Logistic Regression,1,F1 Score: 68%
1272,Wrong,Logistic Regression,1,F1 Score: 68%
1273,Wrong,Logistic Regression,1,F1 Score: 68%
1274,Wrong,Logistic Regression,1,F1 Score: 68%
1275,Wrong,Logistic Regression,1,F1 Score: 68%
1276,Wrong,Logistic Regression,1,F1 Score: 68%
1277,Wrong,Logistic Regression,1,F1 Score: 68%
1278,Wrong,Logistic Regression,1,F1 Score: 68%
1279,Wrong,Logistic Regression,1,F1 Score: 68%
1280,Wrong,Logistic Regression,1,F1 Score: 68%
1281,Wrong,Logistic Regression,1,F1 Score: 68%
1282,Wrong,Logistic Regression,1,F1 Score: 68%
1283,Wrong,Logistic Regression,1,F1 Score: 68%
1284,Wrong,Logistic Regression,1,F1 Score: 68%
1285,Wrong,Logistic Regression,1,F1 Score: 68%
1286,Wrong,Logistic Regression,1,F1 Score: 68%
1287,Wrong,Logistic Regression,1,F1 Score: 68%
1288,Wrong,Logistic Regression,1,F1 Score: 68%
1289,Wrong,Logistic Regression,1,F1 Score: 68%
1290,Wrong,Logistic Regression,1,F1 Score: 68%
1291,Wrong,Logistic Regression,1,F1 Score: 68%
1292,Wrong,Logistic Regression,1,F1 Score: 68%
1293,Wrong,Logistic Regression,1,F1 Score: 68%
1294,Wrong,Logistic Regression,1,F1 Score: 68%
1295,Wrong,Logistic Regression,1,F1 Score: 68%
1296,Wrong,Logistic Regression,1,F1 Score: 68%
1297,Wrong,Logistic Regression,1,F1 Score: 68%
1298,Wrong,Logistic Regression,1,F1 Score: 68%
1299,Wrong,Logistic Regression,1,F1 Score: 68%
1300,Wrong,Logistic Regression,1,F1 Score: 68%
1301,Correct,Naive Bayes,1,F1 Score: 69%
1302,Correct,Naive Bayes,1,F1 Score: 69%
1303,Correct,Naive Bayes,1,F1 Score: 69%
1304,Correct,Naive Bayes,1,F1 Score: 69%
1305,Correct,Naive Bayes,1,F1 Score: 69%
1306,Correct,Naive Bayes,1,F1 Score: 69%
1307,Correct,Naive Bayes,1,F1 Score: 69%
1308,Correct,Naive Bayes,1,F1 Score: 69%
1309,Correct,Naive Bayes,1,F1 Score: 69%
1310,Correct,Naive Bayes,1,F1 Score: 69%
1311,Correct,Naive Bayes,1,F1 Score: 69%
1312,Correct,Naive Bayes,1,F1 Score: 69%
1313,Correct,Naive Bayes,1,F1 Score: 69%
1314,Correct,Naive Bayes,1,F1 Score: 69%
1315,Correct,Naive Bayes,1,F1 Score: 69%
1316,Correct,Naive Bayes,1,F1 Score: 69%
1317,Correct,Naive Bayes,1,F1 Score: 69%
1318,Correct,Naive Bayes,1,F1 Score: 69%
1319,Correct,Naive Bayes,1,F1 Score: 69%
1320,Correct,Naive Bayes,1,F1 Score: 69%
1321,Correct,Naive Bayes,1,F1 Score: 69%
1322,Correct,Naive Bayes,1,F1 Score: 69%
1323,Correct,Naive Bayes,1,F1 Score: 69%
1324,Correct,Naive Bayes,1,F1 Score: 69%
1325,Correct,Naive Bayes,1,F1 Score: 69%
1326,Correct,Naive Bayes,1,F1 Score: 69%
1327,Correct,Naive Bayes,1,F1 Score: 69%
1328,Correct,Naive Bayes,1,F1 Score: 69%
1329,Correct,Naive Bayes,1,F1 Score: 69%
1330,Correct,Naive Bayes,1,F1 Score: 69%
1331,Correct,Naive Bayes,1,F1 Score: 69%
1332,Correct,Naive Bayes,1,F1 Score: 69%
1333,Correct,Naive Bayes,1,F1 Score: 69%
1334,Correct,Naive Bayes,1,F1 Score: 69%
1335,Correct,Naive Bayes,1,F1 Score: 69%
1336,Correct,Naive Bayes,1,F1 Score: 69%
1337,Correct,Naive Bayes,1,F1 Score: 69%
1338,Correct,Naive Bayes,1,F1 Score: 69%
1339,Correct,Naive Bayes,1,F1 Score: 69%
1340,Correct,Naive Bayes,1,F1 Score: 69%
1341,Correct,Naive Bayes,1,F1 Score: 69%
1342,Correct,Naive Bayes,1,F1 Score: 69%
1343,Correct,Naive Bayes,1,F1 Score: 69%
1344,Correct,Naive Bayes,1,F1 Score: 69%
1345,Correct,Naive Bayes,1,F1 Score: 69%
1346,Correct,Naive Bayes,1,F1 Score: 69%
1347,Correct,Naive Bayes,1,F1 Score: 69%
1348,Correct,Naive Bayes,1,F1 Score: 69%
1349,Correct,Naive Bayes,1,F1 Score: 69%
1350,Correct,Naive Bayes,1,F1 Score: 69%
1351,Correct,Naive Bayes,1,F1 Score: 69%
1352,Correct,Naive Bayes,1,F1 Score: 69%
1353,Correct,Naive Bayes,1,F1 Score: 69%
1354,Correct,Naive Bayes,1,F1 Score: 69%
1355,Correct,Naive Bayes,1,F1 Score: 69%
1356,Correct,Naive Bayes,1,F1 Score: 69%
1357,Correct,Naive Bayes,1,F1 Score: 69%
1358,Correct,Naive Bayes,1,F1 Score: 69%
1359,Correct,Naive Bayes,1,F1 Score: 69%
1360,Correct,Naive Bayes,1,F1 Score: 69%
1361,Correct,Naive Bayes,1,F1 Score: 69%
1362,Correct,Naive Bayes,1,F1 Score: 69%
1363,Correct,Naive Bayes,1,F1 Score: 69%
1364,Correct,Naive Bayes,1,F1 Score: 69%
1365,Correct,Naive Bayes,1,F1 Score: 69%
1366,Correct,Naive Bayes,1,F1 Score: 69%
1367,Correct,Naive Bayes,1,F1 Score: 69%
1368,Correct,Naive Bayes,1,F1 Score: 69%
1369,Correct,Naive Bayes,1,F1 Score: 69%
1370,Wrong,Naive Bayes,1,F1 Score: 69%
1371,Wrong,Naive Bayes,1,F1 Score: 69%
1372,Wrong,Naive Bayes,1,F1 Score: 69%
1373,Wrong,Naive Bayes,1,F1 Score: 69%
1374,Wrong,Naive Bayes,1,F1 Score: 69%
1375,Wrong,Naive Bayes,1,F1 Score: 69%
1376,Wrong,Naive Bayes,1,F1 Score: 69%
1377,Wrong,Naive Bayes,1,F1 Score: 69%
1378,Wrong,Naive Bayes,1,F1 Score: 69%
1379,Wrong,Naive Bayes,1,F1 Score: 69%
1380,Wrong,Naive Bayes,1,F1 Score: 69%
1381,Wrong,Naive Bayes,1,F1 Score: 69%
1382,Wrong,Naive Bayes,1,F1 Score: 69%
1383,Wrong,Naive Bayes,1,F1 Score: 69%
1384,Wrong,Naive Bayes,1,F1 Score: 69%
1385,Wrong,Naive Bayes,1,F1 Score: 69%
1386,Wrong,Naive Bayes,1,F1 Score: 69%
1387,Wrong,Naive Bayes,1,F1 Score: 69%
1388,Wrong,Naive Bayes,1,F1 Score: 69%
1389,Wrong,Naive Bayes,1,F1 Score: 69%
1390,Wrong,Naive Bayes,1,F1 Score: 69%
1391,Wrong,Naive Bayes,1,F1 Score: 69%
1392,Wrong,Naive Bayes,1,F1 Score: 69%
1393,Wrong,Naive Bayes,1,F1 Score: 69%
1394,Wrong,Naive Bayes,1,F1 Score: 69%
1395,Wrong,Naive Bayes,1,F1 Score: 69%
1396,Wrong,Naive Bayes,1,F1 Score: 69%
1397,Wrong,Naive Bayes,1,F1 Score: 69%
1398,Wrong,Naive Bayes,1,F1 Score: 69%
1399,Wrong,Naive Bayes,1,F1 Score: 69%
1400,Wrong,Naive Bayes,1,F1 Score: 69%
1401,Correct,Random Forest,1,F1 Score: 68%
1402,Correct,Random Forest,1,F1 Score: 68%
1403,Correct,Random Forest,1,F1 Score: 68%
1404,Correct,Random Forest,1,F1 Score: 68%
1405,Correct,Random Forest,1,F1 Score: 68%
1406,Correct,Random Forest,1,F1 Score: 68%
1407,Correct,Random Forest,1,F1 Score: 68%
1408,Correct,Random Forest,1,F1 Score: 68%
1409,Correct,Random Forest,1,F1 Score: 68%
1410,Correct,Random Forest,1,F1 Score: 68%
1411,Correct,Random Forest,1,F1 Score: 68%
1412,Correct,Random Forest,1,F1 Score: 68%
1413,Correct,Random Forest,1,F1 Score: 68%
1414,Correct,Random Forest,1,F1 Score: 68%
1415,Correct,Random Forest,1,F1 Score: 68%
1416,Correct,Random Forest,1,F1 Score: 68%
1417,Correct,Random Forest,1,F1 Score: 68%
1418,Correct,Random Forest,1,F1 Score: 68%
1419,Correct,Random Forest,1,F1 Score: 68%
1420,Correct,Random Forest,1,F1 Score: 68%
1421,Correct,Random Forest,1,F1 Score: 68%
1422,Correct,Random Forest,1,F1 Score: 68%
1423,Correct,Random Forest,1,F1 Score: 68%
1424,Correct,Random Forest,1,F1 Score: 68%
1425,Correct,Random Forest,1,F1 Score: 68%
1426,Correct,Random Forest,1,F1 Score: 68%
1427,Correct,Random Forest,1,F1 Score: 68%
1428,Correct,Random Forest,1,F1 Score: 68%
1429,Correct,Random Forest,1,F1 Score: 68%
1430,Correct,Random Forest,1,F1 Score: 68%
1431,Correct,Random Forest,1,F1 Score: 68%
1432,Correct,Random Forest,1,F1 Score: 68%
1433,Correct,Random Forest,1,F1 Score: 68%
1434,Correct,Random Forest,1,F1 Score: 68%
1435,Correct,Random Forest,1,F1 Score: 68%
1436,Correct,Random Forest,1,F1 Score: 68%
1437,Correct,Random Forest,1,F1 Score: 68%
1438,Correct,Random Forest,1,F1 Score: 68%
1439,Correct,Random Forest,1,F1 Score: 68%
1440,Correct,Random Forest,1,F1 Score: 68%
1441,Correct,Random Forest,1,F1 Score: 68%
1442,Correct,Random Forest,1,F1 Score: 68%
1443,Correct,Random Forest,1,F1 Score: 68%
1444,Correct,Random Forest,1,F1 Score: 68%
1445,Correct,Random Forest,1,F1 Score: 68%
1446,Correct,Random Forest,1,F1 Score: 68%
1447,Correct,Random Forest,1,F1 Score: 68%
1448,Correct,Random Forest,1,F1 Score: 68%
1449,Correct,Random Forest,1,F1 Score: 68%
1450,Correct,Random Forest,1,F1 Score: 68%
1451,Correct,Random Forest,1,F1 Score: 68%
1452,Correct,Random Forest,1,F1 Score: 68%
1453,Correct,Random Forest,1,F1 Score: 68%
1454,Correct,Random Forest,1,F1 Score: 68%
1455,Correct,Random Forest,1,F1 Score: 68%
1456,Correct,Random Forest,1,F1 Score: 68%
1457,Correct,Random Forest,1,F1 Score: 68%
1458,Correct,Random Forest,1,F1 Score: 68%
1459,Correct,Random Forest,1,F1 Score: 68%
1460,Correct,Random Forest,1,F1 Score: 68%
1461,Correct,Random Forest,1,F1 Score: 68%
1462,Correct,Random Forest,1,F1 Score: 68%
1463,Correct,Random Forest,1,F1 Score: 68%
1464,Correct,Random Forest,1,F1 Score: 68%
1465,Correct,Random Forest,1,F1 Score: 68%
1466,Correct,Random Forest,1,F1 Score: 68%
1467,Correct,Random Forest,1,F1 Score: 68%
1468,Correct,Random Forest,1,F1 Score: 68%
1469,Wrong,Random Forest,1,F1 Score: 68%
1470,Wrong,Random Forest,1,F1 Score: 68%
1471,Wrong,Random Forest,1,F1 Score: 68%
1472,Wrong,Random Forest,1,F1 Score: 68%
1473,Wrong,Random Forest,1,F1 Score: 68%
1474,Wrong,Random Forest,1,F1 Score: 68%
1475,Wrong,Random Forest,1,F1 Score: 68%
1476,Wrong,Random Forest,1,F1 Score: 68%
1477,Wrong,Random Forest,1,F1 Score: 68%
1478,Wrong,Random Forest,1,F1 Score: 68%
1479,Wrong,Random Forest,1,F1 Score: 68%
1480,Wrong,Random Forest,1,F1 Score: 68%
1481,Wrong,Random Forest,1,F1 Score: 68%
1482,Wrong,Random Forest,1,F1 Score: 68%
1483,Wrong,Random Forest,1,F1 Score: 68%
1484,Wrong,Random Forest,1,F1 Score: 68%
1485,Wrong,Random Forest,1,F1 Score: 68%
1486,Wrong,Random Forest,1,F1 Score: 68%
1487,Wrong,Random Forest,1,F1 Score: 68%
1488,Wrong,Random Forest,1,F1 Score: 68%
1489,Wrong,Random Forest,1,F1 Score: 68%
1490,Wrong,Random Forest,1,F1 Score: 68%
1491,Wrong,Random Forest,1,F1 Score: 68%
1492,Wrong,Random Forest,1,F1 Score: 68%
1493,Wrong,Random Forest,1,F1 Score: 68%
1494,Wrong,Random Forest,1,F1 Score: 68%
1495,Wrong,Random Forest,1,F1 Score: 68%
1496,Wrong,Random Forest,1,F1 Score: 68%
1497,Wrong,Random Forest,1,F1 Score: 68%
1498,Wrong,Random Forest,1,F1 Score: 68%
1499,Wrong,Random Forest,1,F1 Score: 68%
1500,Wrong,Random Forest,1,F1 Score: 68%
1501,Correct,XGBoost,1,F1 Score: 90%
1502,Correct,XGBoost,1,F1 Score: 90%
1503,Correct,XGBoost,1,F1 Score: 90%
1504,Correct,XGBoost,1,F1 Score: 90%
1505,Correct,XGBoost,1,F1 Score: 90%
1506,Correct,XGBoost,1,F1 Score: 90%
1507,Correct,XGBoost,1,F1 Score: 90%
1508,Correct,XGBoost,1,F1 Score: 90%
1509,Correct,XGBoost,1,F1 Score: 90%
1510,Correct,XGBoost,1,F1 Score: 90%
1511,Correct,XGBoost,1,F1 Score: 90%
1512,Correct,XGBoost,1,F1 Score: 90%
1513,Correct,XGBoost,1,F1 Score: 90%
1514,Correct,XGBoost,1,F1 Score: 90%
1515,Correct,XGBoost,1,F1 Score: 90%
1516,Correct,XGBoost,1,F1 Score: 90%
1517,Correct,XGBoost,1,F1 Score: 90%
1518,Correct,XGBoost,1,F1 Score: 90%
1519,Correct,XGBoost,1,F1 Score: 90%
1520,Correct,XGBoost,1,F1 Score: 90%
1521,Correct,XGBoost,1,F1 Score: 90%
1522,Correct,XGBoost,1,F1 Score: 90%
1523,Correct,XGBoost,1,F1 Score: 90%
1524,Correct,XGBoost,1,F1 Score: 90%
1525,Correct,XGBoost,1,F1 Score: 90%
1526,Correct,XGBoost,1,F1 Score: 90%
1527,Correct,XGBoost,1,F1 Score: 90%
1528,Correct,XGBoost,1,F1 Score: 90%
1529,Correct,XGBoost,1,F1 Score: 90%
1530,Correct,XGBoost,1,F1 Score: 90%
1531,Correct,XGBoost,1,F1 Score: 90%
1532,Correct,XGBoost,1,F1 Score: 90%
1533,Correct,XGBoost,1,F1 Score: 90%
1534,Correct,XGBoost,1,F1 Score: 90%
1535,Correct,XGBoost,1,F1 Score: 90%
1536,Correct,XGBoost,1,F1 Score: 90%
1537,Correct,XGBoost,1,F1 Score: 90%
1538,Correct,XGBoost,1,F1 Score: 90%
1539,Correct,XGBoost,1,F1 Score: 90%
1540,Correct,XGBoost,1,F1 Score: 90%
1541,Correct,XGBoost,1,F1 Score: 90%
1542,Correct,XGBoost,1,F1 Score: 90%
1543,Correct,XGBoost,1,F1 Score: 90%
1544,Correct,XGBoost,1,F1 Score: 90%
1545,Correct,XGBoost,1,F1 Score: 90%
1546,Correct,XGBoost,1,F1 Score: 90%
1547,Correct,XGBoost,1,F1 Score: 90%
1548,Correct,XGBoost,1,F1 Score: 90%
1549,Correct,XGBoost,1,F1 Score: 90%
1550,Correct,XGBoost,1,F1 Score: 90%
1551,Correct,XGBoost,1,F1 Score: 90%
1552,Correct,XGBoost,1,F1 Score: 90%
1553,Correct,XGBoost,1,F1 Score: 90%
1554,Correct,XGBoost,1,F1 Score: 90%
1555,Correct,XGBoost,1,F1 Score: 90%
1556,Correct,XGBoost,1,F1 Score: 90%
1557,Correct,XGBoost,1,F1 Score: 90%
1558,Correct,XGBoost,1,F1 Score: 90%
1559,Correct,XGBoost,1,F1 Score: 90%
1560,Correct,XGBoost,1,F1 Score: 90%
1561,Correct,XGBoost,1,F1 Score: 90%
1562,Correct,XGBoost,1,F1 Score: 90%
1563,Correct,XGBoost,1,F1 Score: 90%
1564,Correct,XGBoost,1,F1 Score: 90%
1565,Correct,XGBoost,1,F1 Score: 90%
1566,Correct,XGBoost,1,F1 Score: 90%
1567,Correct,XGBoost,1,F1 Score: 90%
1568,Correct,XGBoost,1,F1 Score: 90%
1569,Correct,XGBoost,1,F1 Score: 90%
1570,Correct,XGBoost,1,F1 Score: 90%
1571,Correct,XGBoost,1,F1 Score: 90%
1572,Correct,XGBoost,1,F1 Score: 90%
1573,Correct,XGBoost,1,F1 Score: 90%
1574,Correct,XGBoost,1,F1 Score: 90%
1575,Correct,XGBoost,1,F1 Score: 90%
1576,Correct,XGBoost,1,F1 Score: 90%
1577,Correct,XGBoost,1,F1 Score: 90%
1578,Correct,XGBoost,1,F1 Score: 90%
1579,Correct,XGBoost,1,F1 Score: 90%
1580,Correct,XGBoost,1,F1 Score: 90%
1581,Correct,XGBoost,1,F1 Score: 90%
1582,Correct,XGBoost,1,F1 Score: 90%
1583,Correct,XGBoost,1,F1 Score: 90%
1584,Correct,XGBoost,1,F1 Score: 90%
1585,Correct,XGBoost,1,F1 Score: 90%
1586,Correct,XGBoost,1,F1 Score: 90%
1587,Correct,XGBoost,1,F1 Score: 90%
1588,Correct,XGBoost,1,F1 Score: 90%
1589,Correct,XGBoost,1,F1 Score: 90%
1590,Correct,XGBoost,1,F1 Score: 90%
1591,Wrong,XGBoost,1,F1 Score: 90%
1592,Wrong,XGBoost,1,F1 Score: 90%
1593,Wrong,XGBoost,1,F1 Score: 90%
1594,Wrong,XGBoost,1,F1 Score: 90%
1595,Wrong,XGBoost,1,F1 Score: 90%
1596,Wrong,XGBoost,1,F1 Score: 90%
1597,Wrong,XGBoost,1,F1 Score: 90%
1598,Wrong,XGBoost,1,F1 Score: 90%
1599,Wrong,XGBoost,1,F1 Score: 90%
1600,Wrong,XGBoost,1,F1 Score: 90%
